Job Title,Company Name,Job Type,Date,Salary,Location,Job Description,lien
Data Science & Machine Learning Intern H/F,Back Market,Stage,18/01/2024,,Paris 1er - 75,"BE part of an exciting and growing international adventure that will change the way the world consumes tech.Join our Bureau of Technology as an intern and become a part of the innovative BackBox team. Our team is the Data Science & Machine Learning incubator that spearheads the exploration and industrialization of cutting-edge AI use cases. We are dedicated to pushing the boundaries of technology to enhance our business operations and customer experience.The Data Science Intern will BE immersed in a dynamic environment where they will tackle a variety of projects with the potential to significantly impact our business.Your mission (If You Accept IT) :-  Explainability of Machine Learning Models : Investigate the influence of business features on the defective rate of our products, providing insights to help sellers enhance quality.-  Generative AI : Fine-tune an open-source Large Language Model (LLM) to reflect the unique Back Market tone of voice and benchmark its performance against existing solutions.-  Customer Reviews Analysis : Measure the effect of customer review scores on repurchase rates and determine their significance within the BackBox algorithm.-  Business Monitoring and Analysis : Develop reports on key roll-outs, such as the integration of new KPIs (e.g. seller cancellation, delivery promise) and conduct impact analysis on innovative projects like Deferred Payout, BuyBack, or CCBM planning.You're at the right place if :-  Mandatory ! : Currently enrolled in your last year of an Engineering or Business School/University with a robust mathematical foundation (Master's degree).-  Specialization in Data Science, Machine Learning, or Artificial Intelligence.-  Good skills in Python programming language.-  Demonstrated interest in Machine Learning through student or personal projects.-  Detail-oriented / scientific rigor.-  Ability to work in an international environment-  You are fluent in English.About the internship :-  Ideal starting date is March/April 2024-  Duration : 5 to 6 months (until August/September 2024)-  Full-time role (35h/week)-  Location : Paris, France-  Contract : You can have an internship agreement provided by your French current school.What we offer :-  The opportunity to work on real-world problems in a leading tech environment.-  Exposure to advanced AI and ML projects with tangible business impacts.-  A collaborative team of experts to guide your professional growth.-  A vibrant office culture in the heart of Paris.-  A competitive salary regarding to the marketRecruitment process :-  Video-call Interview with the Talent Acquisition Specialist-  Technical interview with Jaime & Pierre-  Team fit interview with AurélienWHY SHOULD YOU JOIN US ?-  A meaningful job : through hard work, you will help avoid thousands of tons of electronic waste and fight against planned obsolescence. IT counts !-  An attractive salary, multiple benefits (meal tickets, health insurance, etc.), internal events, etc.-  BE in an environment where you can make a difference : you will have the freedom to innovate and adopt new ideas !-  A booming scale-up : our environment is rapidly growing in Europe, the USA and in Asia !-  We embrace work life balance which includes flexible working hours and the opportunity to work from home.-  A lot of fun : you will have the opportunity to work in a fast-paced, open-minded and friendly environment.Back Market is an Equal Opportunity Employer for any minority, disability, gender identity or sexual orientation.Back Market is helping to address one of the biggest challenges of our time : climate change. We take this so seriously that we were awarded status as a Société à Mission, or company with a social mission, by the French government. We know we can't tackle a global problem without a globally representative team so we are committed to embedding diversity, equity and inclusion principles in every aspect of our organization. But more importantly, being One Loving & Free Spirited Tribe is in our DNA as IT is one of the five foundational values of our company since we got started way back in 2014. We are committed to hiring and supporting diverse teams of people from all backgrounds, experiences, and perspectives. We know our lofty goals cannot BE reached unless everyone has a seat at the table along with the resources and opportunity to grow.",https://www.hellowork.com/fr-fr/emplois/45251782.html
Director Of Product Management - Data Science H/F,Dataiku,CDI,27/01/2024,,Paris - 75,"At Dataiku, we're not just adapting to the AI revolution, we're leading IT. Since our beginning in Paris in 2013, we've been pioneering the future of AI with a platform that makes data actionable and accessible. With over 1, 000 teammates across 25 countries and backed by a renowned set of investors, we're the architects of Everyday AI, enabling data experts and domain experts to work together to build AI into their daily operations, from advanced analytics to Generative AI.Dataiku is looking for a Director of Product Management to support the development of its core product.The role of the Director of Product Management involves a mixture of technical, communication and business skills. The Director of Product Management is a key driver in the life of the entire product, from prioritization of the roadmap, structuring of its key components to features development.Dataiku is a young company with great momentum and at this early stage, the Director of Product Management works cross-functionally with Sales, Engineerings, Marketing, Data Science and Customer teams. The role is on the front line to identify new product opportunities and motivate the product team achieving outstanding solutions. We're looking for someone who can express passion about the new technologies and possibilities of Data Driven culture and Advanced Analytics in Organisations.Responsibilities include (but are not limited to)Managing a team of Product Managers on Dataiku Data Science productActively Support the Sales and Customer team in their interactions with the fieldDefine a positioning and product Marketing strategy (jointly with the marketing, sales, competition team) and help produce the necessary content for marketingSet the roadmap with the other product key stakeholders (engineering leaders, competition team), define the features, and make critical decisions between performance, features, and speed-to-market.Conduct customer, market analysts interviews to identify market opportunitiesDeliver product management analysis and artifacts, including market requirements, feature roadmap, and customer experience artifacts.Run company transversal programs with other teams and ensure alignment with executive stakeholdersYou may BE a good fit for this role if you :Experience developing and delivering professional software products, notably in Data related industries.Tracked records of successful B2B products launch and deliveryExperience in customer interactions in a highly competitive landscape8 years of related work experience.Proven ability to influence cross-functional teams without formal authority.-Experience developing and delivering professional software products.What are you waiting for !At Dataiku, you'll BE part of a journey to shape the ever-evolving world of AI. We're not just building a product; we're crafting the future of AI. If you're ready to make a significant impact in a company that values innovation, collaboration, and your personal growth, we can't wait to welcome you to Dataiku ! And if you'd like to learn even more about working here, you can visit our Dataiku LinkedIn page.Our practices are rooted in the idea that everyone should BE treated with dignity, decency and fairness. Dataiku also believes that a diverse identity is a source of strength and allows us to optimize across the many dimensions that are needed for our success. Therefore, we are proud to BE an equal opportunity employer. All employment practices are based on business needs, without regard to race, ethnicity, gender identity or expression, sexual orientation, religion, age, neurodiversity, disability status, citizenship, veteran status or any other aspect which makes an individual unique or protected by laws and regulations in the locations where we operate. This applies to all policies and procedures related to recruitment and hiring, compensation, benefits, performance, promotion and termination and all other conditions and terms of employment. If you need assistance or an accommodation, please contact us at : ****@****.**Apply for this Job",https://www.hellowork.com/fr-fr/emplois/44377599.html
Consultant Confirmé Data Science H/F,Publicis Groupe,CDI,10/01/2024,,Paris 1er - 75,"A propos d'EPSILON FranceEPSILON France est l'entité Datamarketing de Publicis Groupe avec 650 experts data, marketing et technologiques et plus de 40 métiers représentés. Avec pour claim « Every Interaction Counts », la mission d'EPSILON est de conjuguer les pouvoirs de la data, du marketing et de la technologie pour rendre les interactions entre les marques et leurs clients toujours plus justes et pertinentes. EPSILON intervient sur l'ensemble des étapes-clé d'un projet de transformation data-driven, de la définition de la stratégie à l'exécution opérationnelle. EPSILON compte plus de 300 clients actifs et pilote quotidiennement plus de 100 plateformes datamarketing.Vous intégrerez le Pôle Data Science, constitué de 90 personnes intervenant directement chez le client ou depuis le siège.Nous accompagnons nos clients sur toutes les problématiques métier qui touchent à la Data :-  La connaissance client pour accompagner les annonceurs dans la personnalisation et l'optimisation du parcours client (dont la mise en place d'outils de modélisation tels que des segmentations, scores...)-   L'Intelligence Artificielle et la Data Science pour mettre en place des outils permettant d'optimiser les processus d'entreprises et proposer de nouveaux services apporteurs de valeur-   Le développement de l'insight sur des données CRM, Digitales et Média pour apporter une vision 360 aux annonceurs afin de les aider dans leur prise de décision, dans leurs choix d'investissements médias et digitaux (modèles d'attributions et de contribution, MMM...) et dans le développement d'outils permettant d'acquérir des nouvelles cibles à travers des analyses de parcours et des look alike.Nous recherchons aujourd'hui un(e) Consultant(e) Confirmé Data Science (H/F).Dans ce cadre, vos principales missions seront les suivantes :Crunchez, analysez et exploitez tous types de données (CRM, Produits, Digitales, Logistique, Yield, Open data...),Déployez les méthodes de Machine Learning adaptées pour répondre aux problématiques posées,Travaillez sur des plateformes Big Data et/ou Cloud,Restituez les résultats au client dans le respect des engagements de qualité et de délai,Animez et gérez la relation au quotidien avec le client,Participez au développement de nouvelles approches.De formation supérieure en statistiques, vous avez acquis au moins 3 ans d'expériences en Data Science, chez l'annonceur ou en prestation de services.Vous maîtrisez les méthodes statistiques et leurs applications opérationnelles, ainsi que l'un des principaux outils statistiques du marché Python, R, SAS, Spark.Vous avez déjà travaillé sur une plateforme Cloud : Google, Azure.Curieux, ouvert, vous avez à coeur de mettre votre passion pour la Data Science au service de la réussite opérationnelle de vos projets.CHOISISSEZ :Un centre de compétences spécialisé en Data Science,Des formations sur des sujets pointus (Machine Learning, R, Python, Py Spark, GCP, Agilité...),Un parcours collaborateur dédié et de nombreuses possibilités d'évolutions,Notre diversité de projets et de clients (BPCE, Leclerc, Fnac, Blédina, Beaumanoir, Petit Bateau, ACCOR, Système U, Renault, Engie),Notre fort investissement dans l'innovation (20 projets par an).",https://www.hellowork.com/fr-fr/emplois/42375142.html
Data Science Assistant - Stage Avril 2024 H/F,Ubisoft,Stage,21/01/2024,,Paris 1er - 75,"Les équipes d'Ubisoft comptent 20 000 personnes réparties sur plus de 30 pays à travers le monde et sont liées par une mission commune : enrichir la vie des joueurs et des joueuses par des expériences de jeu originales et mémorables. Leur énergie et leur talent ont permis de donner vie à de nombreuses franchises acclamées telles que Assassin's Creed, Far Cry, Watch Dogs, Just Dance, Rainbow Six, et bien d'autres à venir. Ubisoft est une entreprise soucieuse de l'égalité des chances et estime que la diversité des origines et des perspectives est essentielle pour créer des mondes qui permettent l'épanouissement et l'expression de toutes et tous. Si vous êtes enthousiaste à l'idée de relever des défis passionnants, exploiter des technologies de pointe, et prendre part au futur du divertissement, rejoignez-nous et créez l'inconnu.Au sein de l'équipe Production Intelligence, vous rejoindrez le pôle Data Science & Strategy. Nos missions visent à décrire, modéliser et prédire la capacité de production des équipes sur les différents titres en développement. Nous analysons le processus de production sous différents angles : ressources des équipes, vitesse de livraison et d'itération, stabilité du jeu, coût de production, analyse des besoins, détection de problèmes, etc.Dans le cadre de nos missions, nous portons beaucoup d'attention à modéliser et comprendre les processus de développement d'un jeu vidéo. Pour cela nous traitons et analysons les données des titres en cours de production afin d'offrir visibilité sur l'état d'un titre et des solutions face aux risques auxquels il pourrait faire face.Nous sommes à la recherche d'un·e stagiaire data science qui sera partie intégrante de l'équipe et qui prendra une part active au développement de nos outils et études. Votre rôle sera notamment de :-  Modéliser la vélocité de livraison des équipes sur les différents titres en développement ;-  Estimer la capacité à respecter une date de sortie ;-  Anticiper les éventuels écueils pouvant freiner une production ;-  Construire un cadre robuste d'évaluation des analyses et modèles retenus ;-  Modéliser et qualifier la prédictibilité de la production d'un titre en développement.-  Vous êtes étudiant·e en césure issu d'une formation d'ingénieur en data science, statistique, informatique ou équivalent, vous justifiez d'une première expérience dans le domaine (stage, projet d'étude ou personnel) ;-  Vous aimez les questions ouvertes et la modélisation mathématique ;-  Vous n'avez pas peur du requêtage de bases de données, type SQL ;-  Vous avez des notions de statistiques et algorithmes stochastiques ;-  Vous connaissez l'intrus entre Python, Pandas, et Koalas ;-  Vous êtes à l'aise en Anglais, notamment à l'oral ;-  Vous recherchez une équipe où règne l'émulation (et on ne parle pas de rétrogaming).-  Vous avez touché une manette de jeu de vidéo dans les trente dernières années (trente dernières minutes serait un plus)",https://www.hellowork.com/fr-fr/emplois/44224584.html
Head Cmc Data Science - Vcds - All Gender H/F,Sanofi,CDI,22/01/2024,,Marcy-l'Étoile - 69,"Le contenu du poste est libellé en anglais car il nécessite de nombreuses interactions à l'international, l'anglais étant la langue de travail.About the job-  Location : France (Marcy l'Etoile)-  50% Remote working and 5% of travel expected-  Job type : Permanent, Full time,Sanofi VaccinesSanofi's global vaccines business unit partners with the public health, medical and scientific communities to improve access to life-protecting vaccines and increase vaccination coverage, while striving to develop new and improved vaccines to enhance health and well-being.At Sanofi, we chase the miracles of science to improve people's lives.  We believe our cutting-edge science and manufacturing, fueled by data and digital technologies, have the potential to transform the practice of medicine, turning the impossible into possible for millions of people.Position Summary :Data Science Network Lead facilitates decision-based use case identification with platform leads, functional data scientists / data analysts, and bench scientists, with an aim of executing business strategies and / or supporting business decision-making with speed and quality, powered by connected data and driving enhancing value to the data generated within VCDS.S/He is the thought leader of available data modeling solutions within / outside of Sanofi network, and focuses on identifying, promoting, and applying potential model solutions, which deliver highest business valued.  To do so, s/he needs to possess fundamental understanding & concepts of data engineering.S/He is the leading voice and figure, representing VCDS in various data science network & program settings, including but not limited to iCMC Digital Transformation, co-leading data & digital upskilling program within VCDS.Key Responsibilities :Leads and drives delivery of data strategies, including but not limited to identification, promotion, and adoption of use-case driven E2E data flow practices.Represents VCDS Data team in data science network and digital project teams as the subject matter expert, bringing broad knowledge and expertise in data science, machine learning, simulation and prescriptive modeling applicable to CMC space.Working with VCDS Business Data Architect and Functions builds prioritized list of use cases to drive data driven centricity of VCDS business process.Interfaces and aligns across the CMC space and involved R&D Functions to synergistically drive Advanced Analytic development and deployment.Designs, develops, and validates robust solutions and pipelines leveraging bioinformatics, statistical models, multivariate analysis, mechanistic and hybrid modelling, etc. for CMC data, covering both GMP and non-GMP activity needs.Performs exploratory data analysis, hypothesis generation and validation through data integration, advanced analytics, and visualization of VCDS vaccine design, both process parameters and discreet experiment data sets.Collaborates with scientific partners to advise on study design, readout selection and data formats, data analysis and modelling to generate actionable, reproducible, and interpretable insights.Proactively identifies, assesses, and internalizes emerging technologies and methods from internal and external data science network.Co-leads upskilling program for target population within VCDS on selected topics concerning advanced analytics, including but not limited to maintenance of a well-documented, reusable codebase, and traceable model history.Coaches develops and leads network of data scientists and analytical / process scientists on data analytics to deliver overall strategy.Co-examines existing data pipeline with business leaders and data architects, and identifies continuous improvement needs & priorities relevant to data engineering.Contributes to data continuum system design.Prepare and publish scientific papers and congress reports.HSE Requirement/Statement :Works within the policies, procedures and regulations as required by the Company and under the Occupational Health and Safety Act.Context of the job/Major challenges :Navigates ambiguous context and accountability to formulate a holistic and strategic picture.Strikes a healthy balance between delivery agility and decision-making hierarchy.Manages execution team and key stakeholders through impactful power of influence.Communicates clearly in a global context and across various functional areas as well as digital space.Drives problem-solving process with players from different technical background of different data and/or digital literacy levels.Travel might BE required (NA, and Global); Frequency is subject to needs.Dimensions/Scope :VCDS population - approx. 400 +/-Global function coverage - 3, including AnSci, Global BioProcess Development, and Global Clinical Supply.Project teams to interact - # varies, subject to system introduction cycles.Key interfaces external to VCDS - VRD Data Office, mRNA Data Office, Sanofi CMC Data Strategy, iCMC DT Program Leads, Digital Data Office.About you :PhD in data sciences, chemometrics, computer sciences or related discipline with a minimum of 8 years of relevant industrial experience or Master's degree and a minimum of 11 years of relevant industrial experience.Trained and operational in Agile methodology.Proven learning agility to pivot quickly from learner to influencer & coach's role.Track records of team-based problem-solving practices.Demonstrated experiences in developing complex data analytics workflow - machine learning, multivariate analysis - on biologics processes.Advanced programming (Python and R), data analytics and modeling skills with experience developing data visualization solutions, process & workflow automation and deploying solutions to the cloud.Advanced knowledge of ETL tools such as Dataiku to build data flows, pipelines and outputs products such as dashboards, output files and visualizations.Intermediate to advanced knowledge of data architecture, data warehousing, functional and acceptance testing.Proven skills in leading complex data OR digital projects in an international / matrixed environment with both internal and external resources.Understanding of vaccine development processes.Fluent in English (speaking and writing).Structured, goal-oriented and highly motivated to deliver results under high pressure.Team player with excellent communication and presentation skills.-Coaching and mentoring skills, supporting development of scientists in the area of data science.Pursue progress, discover extraordinaryBetter is out there. Better medications, better outcomes, better science. But progress doesn't happen without people - people from different backgrounds, in different locations, doing different roles, all united by one thing : a desire to make miracles happen. So, let's BE those people.At Sanofi, we provide equal opportunities to all regardless of race, colour, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, or gender identity.Watch our ALL IN video and check out our Diversity Equity and Inclusion actions at sanofi.com !#LI-FRLa diversité et l'inclusion sont les piliers de la manière dont Sanofi fonctionne et font partie intégrante des valeurs de la société. Nous respectons la diversité de nos collaborateurs, tout comme celle de leurs parcours et expériences. Afin de bénéficier de la richesse qu'apporte la diversité, Sanofi s'engage à donner l'exemple en matière d'inclusion et à favoriser un environnement de travail où les différences peuvent prospérer et contribuer à aider les patients à retrouver une vie meilleure.Dans le cadre de son engagement diversité, Sanofi accueille et intègre des collaborateurs en situation de handicap.",https://www.hellowork.com/fr-fr/emplois/41665506.html
Stage Data Science et Machine Learning - Ai Practitionner - N H/F,Ekimetrics,Stage,24/01/2024,,Paris 1er - 75,"Si vous êtes passionné.e de data, ou de technologie en général, et que vous avez envie d'être acteur.rice de votre avenir professionnel, votre place est sûrement chez Ekimetrics !Et si nous vous présentions quelques datas ?·       400 expert.e.s en data science·       1000 projets divers et variés pour plus de 350 clients·       4 bureaux : Paris, Hong Kong, Londres et New York·       1 milliard de $ de profits générés pour nos clients depuis 2006Chez Ekimetrics nous avons l'ambition d'accompagner nos clients à repenser leur business model, en réconciliant performance économique et objectifs durables, grâce à la data science.C'est pourquoi nous avons en interne toutes les compétences nous permettant de répondre aux besoins de nos clients : Product Managers, Product Designers, Data Architects, Lead Tech, Data Engineers, DEVOPS Engineers, Data Scientists.L'équipe Data Science que vous pourriez rejoindrePourquoi recrutons-nous ?Pour accompagner notre forte croissance, nous sommes à la recherche d'un.e stagiaire en Data Science.Notre positionnement unique sur le marché vous permettra d'allier des compétences statistiques et d'apprentissage variées - allant de modèles économétriques à du deep learning, en passant par de l'optimisation numérique - à de la stratégie afin de répondre au mieux aux problématiques business de nos clients.Plus particulièrement vos responsabilités seront de :·       Analyse des Besoins Business : Collaborer avec l'équipe (seniors/managers) de projet pour comprendre les besoins business. Traduire les besoins business en problèmes techniques et définir des objectifs mesurables·       Identification de Solutions Techniques : Collaborer avec l'équipe (seniors/managers) pour identifier des approches répondant aux exigences spécifiques du projet.·       Traitement et Analyse de Données : collaborer avec des data engineers pour collecter, nettoyer et prétraiter les données nécessaires à la création de modèles. Conduire des analyses exploratoires s'appuyant sur des visualisations pertinentes.·       Développement de la solution : Développer et mettre en oeuvre des modèles de machine learning identifiés. Optimiser les modèles existants et développer de nouvelles approches pour améliorer la performance. S'assurer du respect des bonnes pratiques de code industriel·       Communication et Collaboration : Présenter les résultats techniques de manière claire et accessible à l'équipe et aux clients. Collaborer avec d'autres équipes et avec les clients pour assurer l'intégration efficace des solutions proposées.·       Veille Technologique : Rester à jour sur les avancées technologiques et les tendances du secteur de la science des données et de l'apprentissage automatique.Le profil et les compétences recherchées :·       De formation en AI, Machine learning, Data Science, Statistiques, Mathématiques Appliquées ou domaine similaire·       Compréhension approfondie des concepts statistiques et mathématiques sous-jacents aux algorithmes de machine learning et AI·       Compréhension des attendus et défis techniques avec les équipes du client·       Excellentes compétences en communication pour expliquer des concepts techniques de manière accessible afin de présenter les résultats et les étapes suivantes aux clients·       Capacité d'analyser et de proposer les bons scénarios après une phase de cadrage·       Faire preuve d'autonomie, proactivité, excellence et curiosité·       Maîtrise de Python, et des bibliothèques courantes (e.g. TensorFlow ou PyTorch, scikit-learn, langchain).·       Expérience de l'utilisation de systèmes de contrôle de version, en particulier Git, pour le suivi du code source et la collaboration au sein de l'équipe.·       Compétences en manipulation de données, y compris l'extraction, la transformation et le chargement (ETL) sont un plus.·       Anglais indispensablePourquoi nous rejoindre ?Rejoindre Ekimetrics, c'est intégrer une entreprise dont les valeurs s'appliquent au quotidien :·       Evoluer dans un environnement type start-up et non traditionnel (#curiosité)·       Être capable de prendre le feedback pour s'améliorer (#excellence)·       Se former dès son arrivée et en continu grâce à une expérience apprenante unique et riche de nombreuses ressources (internes, externes, live et digital) alliant savoirs techniques, savoir-être et savoir-faire (#transmission)·       Faire partie d'une « famille » soudée et unie (#plaisir)·       Imaginer des solutions inattendues & sortir de sa zone de confort (#créativité)En 2023, Ekimetrics a obtenu le statut d'entreprise à mission qui témoigne de notre ambition forte en matière de RSE. Nous sommes également certifiés Great Place to Work.Vous aurez accès à...·       Au catalogue de formation EkiA qui contient des programmes qui vous feront monter en compétences sur nos solutions et nos métiers, des parcours apprenants sur notre plateforme digitale ainsi que des programmes dédiés à nos enjeux prioritaires, dont la sensibilisation aux sujets environnementaux avec la Climate School AXA.·       Une vie sportive, artistique, musicale, ludique, caritative et engagée : de notre salle de sport privatisée à nos expositions d'art, en passant par des jeux vidéo et des concerts, ou encore les défis RSE sur la plateforme Vendredi ;·       De nombreux événements et séminaires pour rester proche de votre communauté ;·       Des locaux modernes dans un quartier dynamique au coeur de Paris (Grands boulevards)·       Une politique de télétravail flexible.Notre processus recrutementUn test technique sur HackerRankUn entretien RH avec Zoulikha ou LindaUne étude de cas avec un ConsultantUn entretien final avec un Consultant SeniorNous serions ravi.e.s de vous donner de plus amples informations lors d'un entretien et attendons votre candidature avec impatience !En tant qu'employeur, Ekimetrics offre à tous les mêmes opportunités d'accès à l'emploi sans distinction de genre, ethnicité, religion, orientation sexuelle, statut social, handicap et d'âge. Ekimetrics veille à développer un environnement de travail inclusif qui reflète la diversité dans ses équipes.€1, 800 - €1, 800 a month",https://www.hellowork.com/fr-fr/emplois/45499515.html
Data Science Intern H/F,PriceHubble,CDI,31/12/2023,,Paris 1er - 75,"Job detailsJob TypeInternshipFull Job DescriptionPriceHubble is a PropTech company with over 80 employees, set to radically improve the understanding and transparency of real estate markets based on data-driven insights. We aggregate and analyse a wide variety of data, run big data analytics and use state-of-the-art machine learning to generate high-quality valuations and predictive analytics for the real estate market. We are headquartered in Zürich, with offices in Berlin, Paris, and Tokyo. We work on international markets and we are backed by world-class investors. We have a startup environment, low bureaucracy, and an international team and business.Your roleData is at the core of PriceHubble. We process a wide variety of data from multiple sources. As a data science intern, you will BE exposed to important parts of the data value chain within an AI company, such as data engineering and machine learning.Joining the Value team, you will work closely with a team of data scientists and software engineers on real estate valuation models. Your daily challenges will BE to explore new sources of data, clean datasets and extract & create new features. You will perform quantitative analyses on real estate portfolios. You will contribute to present results and provide valuable insights to our customers.Responsibilities-  Perform quantitative analyses on real estate portfolio data.-  Support the analytics lifecycle : Data Cleaning, Data Exploration, Feature engineering, Predictive modelling.-  Preparation, aggregation and manipulation of data from a variety of internal and external sources. Handle potentially incomplete datasets.-  Identify modeling issues, and continuously provide ideas to improve our models.-  Contribution to high-quality client-facing presentations.Requirements-  BSc or MSc in Computer Science or equivalent (Statistics, Mathematics, Economics, Finance).-  Proficiency in Python, and familiarity with a Jupyter Notebook / Pandas environment.-  In-depth understanding of basic data structures and algorithms.-  Understanding of core machine learning concepts.-  Familiarity with software engineering best practices (clean code, code review, test-driven development...) and version control systems.-  Interest and understanding of the real estate market and urban related data is a strong advantage.-  Experience with ETL and data processing tools we are using is an advantage : Luigi/airflow, PySpark, PostgreSQL, PostGIS and kubernetes.-  Comfortable working in English; you have a great read, good spoken command of IT.BenefitsOn top of joining a team of ambitious, qualified people you may also enjoy our benefits :Flexible work hoursCompetitive salaryCasual dress codeL&D programWell-located officesFree snacks, fruits, coffee, beers, sodas",https://www.hellowork.com/fr-fr/emplois/32067914.html
Stagiaire Data Scientist - Lutte Contre la Fraude Machine Learning & Data Science H/F,Malakoff Humanis,Stage,21/01/2024,,Paris 13e - 75,"Au sein du pôle Data Science, et en étroite collaboration avec un Data Scientist Senior et un Data Product Manager, vous aurez en charge l'ensemble des tâches nécessaires au développement d'un modèle prédictif :·         Recueil et compréhension des besoins émis par les clients internes / Products Owners Métiers·         Recherche de la démarche scientifique la mieux à même de répondre à la problématique, dans une logique itérative et incrémentale·         Expression de besoin en termes de collecte de données, dans le respect de la réglementation et en concertation avec le Data Protection Officer et/ou ses relais·         Analyse (statistiques descriptives, audit de la donnée...), transformation (agrégation, consolidation, feature engineering) et visualisation de la donnée·         Construction de modèles prédictifs, évaluation de leur performance et plus largement définition des KPI business justifiant de la valeur du cas d'usage·         Contribution au déploiement et au monitoring des algorithmes en production (si la valeur du cas d'usage est démontrée)·         Restitution et valorisation des résultats aux clients internes / Products Owners MétiersVous contribuerez également à la veille scientifique et technique du pôle et à la diffusion de la culture Data au sein du Groupe.",https://www.hellowork.com/fr-fr/emplois/44188060.html
Consultant Data Science H/F,Sia Partners,CDI,19/01/2024,,Paris 1er - 75,"Sia Partners réinvente le métier du conseil et apporte un regard innovant et des résultats concrets à ses clients. Nous avons développé des solutions basées sur l'Intelligence Artificielle et le design pour augmenter l'impact de nos missions de conseil. Notre présence globale et notre expertise dans plus de 30 secteurs et services nous permettent d'accompagner nos clients dans le monde entier. A travers notre démarche ""Consulting for Good"", nous mettons notre expertise au service des objectifs RSE de nos clients et faisons du développement durable un levier de performance pour nos clients.Pour accompagner son développement, Sia Partners recrute des consultants data scientist.Ils auront pour vocation de prendre en charge, en synergie avec nos différentes practices, les travaux et missions nécessitant la mise en oeuvre de modèles complexes pour accompagner nos clients dans leurs problématiques en lien avec :-  Machine learning et statistiques : élaboration de modèles explicatifs et prédictifs d'aide à la décision (algorithmes d'apprentissage supervisé et non supervisé, économétrie, prévision, diagnostic quantitatif...)-  Recherche opérationnelle : assistance à la conception et à la mise en oeuvre de solutions d'optimisation sous contraintes et de modèles de simulation-  Big Data : connaissances algorithmiques pour le traitement de grand volume de données et non structuréesDans le cadre des activités internes du cabinet, votre participation s'articule autour des axes suivants :-  Le développement ou le renforcement de nos offres au travers de formations, de groupes de travail, de diffusion de support internes et externes...-  La politique de publication (blogs sectoriels, études, parution presse...)-  Le développement commercial en contribuant à la définition des besoins et en participant aux actions commerciales.Vous avez une formation en Ecole d'Ingénieur ou une formation de haut niveau dans le domaine du traitement de l'information, de l'ingénierie statistique et de l'économétrie et vous justifiez d'une première expérience d'au moins un an en Big Data ou Data Science.Vous avez un excellent niveau en statistiques et analyse quantitative (connaissances théoriques et pratiques, intuition, facilité à comprendre des modèles et les appliquer)Vous maîtrisez la programmation en R (ou équivalent : SAS, Matlab...) et possédez des bases solides dans des langages de script (Python, Perl, JS, bash) ou compilés (C++, Java) et/ou avez une expérience dans les environnements UNIX/LINUXVous souhaitez vous impliquer et prendre rapidement des responsabilités sur des missions à forte valeur ajoutée au sein d'une structure dynamique.Vous êtes doté(e) d'une capacité à travailler en équipe, d'une ouverture d'esprit, d'un sens de l'analyse et vous souhaitez rejoindre un environnement professionnel motivant où vous partagerez nos valeurs que sont l'excellence, l'entrepreneuriat, l'innovation, la culture du partage, la bienveillance, l'équilibre vie personnelle / vie professionnelle.Français, anglais professionnel courant indispensable.",https://www.hellowork.com/fr-fr/emplois/45318769.html
Stage - Data Analyst - Data Science - Fin d'Étude Embauche à la Clé H/F,Medoucine,Stage,19/01/2024,,Paris 1er - 75,"Descriptif du posteNotre objectif est de créer plus de succès pour nos partenaires thérapeutes et soutenir notre ambition de permettre à un maximum de personnes d'agir pour leur bien-être.Les projets sur lesquels tu seras amené à travailler soutiennent cet objectifMieux modéliser et monitorer les facteurs clé de succès qui créent de la satisfaction pour les thérapeutes du réseauPermettre une prise de décision efficace en récupérant et en agrégeant des données provenant de sources multiples et en les compilant dans un format concret et exploitablePiloter l'ensemble de nos actions de façon plus fine.Tu travailles sur la data de bout en bout pour identifier nos leviers d'amélioration,Compréhension des besoins métier-  Echanger avec les différents métiers (marketing, vente, service client, tech) pour comprendre les questions qu'ils se posent et auxquelles la data pourrait répondre-  Etre force de proposition sur les analyses qui pourraient répondre aux besoins, aider les équipes à préciser leurs questions et identifier celles qui ont le plus de valeurExtraction, nettoyage, structuration des données-  Identifier où se trouve la donnée, l'explorer et vérifier sa qualité et sa cohérence-  Garantir une extraction fiable, nettoyer et rendre exploitable la donnée bruteAnalyse-  Proposer les modèles et faire les analyses permettant de répondre aux questions identifiées avec les équipes métier-  Etre force de proposition sur la base des résultats obtenus, pour faire évoluer les indicateurs et modèles utilisés afin d'améliorer la performanceVisualisation-  Présenter le résultat de tes analyses de la façon la plus simple, lisible et directement exploitable pour les équipes métier-  Créer, améliorer et maintenir selon les cas des dashboards permettant à chaque équipe de mesurer son activité et l'impact de ses actions-  Accompagner les équipes pour les rendre autonomes dans la durée pour la maintenance et l'interprétation-Pour aller plus loin (en bonus optionnel) : sur la base des comportements et parcours des visiteurs du site-  Améliorer l'algorithme de tri des résultats de recherche pour optimiser le taux de conversion du site-  Créer un algorithme de recommandation pour proposer des profils correspondant au mieux à la recherche des visiteurs du site",https://www.hellowork.com/fr-fr/emplois/45359098.html
